period,dimension,key1,key2,clicks,impressions,ctr,position
daily_2026-04-21_2026-08-11,page+date,/pages/landlord-tenant-lawyer-cost,2026-06-16,0,1,0,7
daily_2026-04-21_2026-08-11,page+date,/pages/landlord-tenant-lawyer-cost,2026-06-19,0,1,0,56
daily_2026-04-21_2026-08-11,page+date,/pages/landlord-tenant-lawyer-cost,2026-07-11,0,1,0,40
daily_2026-04-21_2026-08-11,page+date,/pages/landlord-tenant-lawyer-cost,2026-07-14,0,1,0,24
daily_2026-04-21_2026-08-11,page+date,/pages/landlord-tenant-lawyer-cost,2026-07-15,0,1,0,38
daily_2026-04-21_2026-08-11,page+date,/pages/landlord-tenant-lawyer-cost,2026-07-26,0,1,0,50
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-consultation-fee,2026-05-11,0,1,0,75
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-consultation-fee,2026-05-13,0,1,0,91
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-consultation-fee,2026-05-14,0,1,0,94
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-05-17,0,1,0,46
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-05-23,0,1,0,48
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-05-25,0,1,0,6
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-06,0,1,0,49
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-08,0,1,0,59
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-09,0,1,0,49
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-11,0,1,0,37
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-13,0,1,0,56
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-15,0,1,0,42
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-16,0,1,0,9
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-18,0,1,0,12
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-23,0,1,0,10
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-24,0,1,0,99
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-26,0,1,0,60
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-29,0,1,0,8
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-06-30,0,1,0,51
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-07-02,0,1,0,6
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-07-06,0,1,0,80
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-07-07,0,1,0,1
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-07-08,0,1,0,11
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-07-10,0,1,0,88
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-07-18,0,1,0,12
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-07-20,0,1,0,61
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-07-21,0,1,0,1
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-07-25,0,1,0,11
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-07-27,0,1,0,77
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-08-02,0,1,0,84
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-08-08,0,1,0,13
daily_2026-04-21_2026-08-11,page+date,/pages/lawyer-cost-calculator,2026-08-11,0,1,0,67
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-05-09,0,1,0,9
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-05-10,0,1,0,9
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-05-11,0,1,0,9
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-05-13,0,1,0,10
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-05-15,0,1,0,73
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-05-22,0,1,0,10
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-05-23,0,1,0,75
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-05-28,0,1,0,90
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-05-29,0,1,0,62
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-05-31,0,1,0,83
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-06-07,0,1,0,64
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-06-09,0,1,0,71
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-06-14,0,1,0,48
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-06-15,0,1,0,70
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-06-20,0,1,0,85
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-06-23,0,1,0,67
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-06-25,0,1,0,66
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-06-27,0,1,0,71
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-06-29,0,1,0,55
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-07,0,1,0,52
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-08,0,1,0,68
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-09,0,1,0,60
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-10,0,1,0,64
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-12,0,1,0,56
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-15,0,1,0,44
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-19,0,1,0,55
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-24,0,1,0,55
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-25,0,1,0,83
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-28,0,1,0,57
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-30,0,1,0,33
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-07-31,0,1,0,59
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-08-01,0,1,0,82
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-08-05,0,1,0,62
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-08-07,0,1,0,60
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-08-08,0,1,0,82
daily_2026-04-21_2026-08-11,page+date,/pages/legal-aid-guide,2026-08-09,0,1,0,53
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-04-26,0,1,0,8
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-05-09,0,1,0,13
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-05-13,0,1,0,5
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-05-18,0,1,0,7
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-05-19,0,1,0,70
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-05-21,0,1,0,99
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-05-23,0,1,0,86
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-05-25,0,1,0,88
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-06-09,0,1,0,74
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-06-11,0,1,0,78
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-06-20,0,1,0,7
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-06-24,0,1,0,92
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-06-25,0,1,0,63
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-06-29,0,1,0,10
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-07-01,0,1,0,9
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-07-04,0,1,0,89
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-07-21,0,1,0,15
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-08-03,0,1,0,65
daily_2026-04-21_2026-08-11,page+date,/pages/legal-fee-calculator,2026-08-11,0,1,0,74
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-04-24,0,1,0,11
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-05-01,0,1,0,4
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-05-07,0,1,0,5
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-05-12,0,1,0,28
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-05-18,0,1,0,69
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-05-20,0,1,0,11
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-05-21,0,1,0,48
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-05-30,0,1,0,11
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-06-03,0,1,0,68
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-06-16,0,1,0,55
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-06-18,0,1,0,53
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-06-23,0,1,0,80
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-06-27,0,1,0,63
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-06-30,0,1,0,53
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-03,0,1,0,8
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-04,0,1,0,9
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-06,0,1,0,60
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-10,0,1,0,9
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-13,0,1,0,60
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-15,0,1,0,50
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-16,0,1,0,10
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-17,0,1,0,16
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-20,0,1,0,15
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-21,0,1,0,16
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-23,0,1,0,18
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-28,0,1,0,48
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-07-30,0,1,0,45
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-08-03,0,1,0,68
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-lawyer-cost,2026-08-07,0,1,0,7
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-05-09,0,1,0,22
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-05-21,0,1,0,63
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-05-22,0,1,0,68
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-05-25,0,1,0,64
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-05-27,0,1,0,65
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-05-28,0,1,0,67
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-05-30,0,1,0,20
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-02,0,1,0,80
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-04,0,1,0,3
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-08,0,1,0,66
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-12,0,1,0,68
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-13,0,1,0,71
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-14,0,1,0,73
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-15,0,1,0,70
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-16,0,1,0,70
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-18,0,1,0,69
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-19,0,1,0,72
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-25,0,1,0,67
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-27,0,1,0,66
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-28,0,1,0,65
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-06-30,0,1,0,64
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-01,0,1,0,63
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-02,0,1,0,68
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-03,0,1,0,67
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-04,0,1,0,67
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-06,0,1,0,69
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-07,0,1,0,70
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-08,0,1,0,71
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-10,0,1,0,36
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-11,0,1,0,68
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-14,0,1,0,74
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-17,0,1,0,64
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-21,0,1,0,73
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-27,0,1,0,73
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-28,0,1,0,72
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-29,0,1,0,66
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-07-30,0,1,0,73
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-08-01,0,1,0,68
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-08-02,0,1,0,66
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-08-06,0,1,0,69
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-08-07,0,1,0,68
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-08-09,0,1,0,47
daily_2026-04-21_2026-08-11,page+date,/pages/mesothelioma-settlement-calculator,2026-08-10,0,1,0,68
daily_2026-04-21_2026-08-11,page+date,/pages/motorcycle-accident-lawyer-cost,2026-05-17,0,1,0,9
daily_2026-04-21_2026-08-11,page+date,/pages/motorcycle-accident-lawyer-cost,2026-05-19,0,1,0,50
daily_2026-04-21_2026-08-11,page+date,/pages/notary-cost-guide,2026-05-18,0,1,0,10
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-04-23,0,1,0,7
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-05-03,0,1,0,10
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-05-04,0,1,0,9
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-05-12,0,1,0,18
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-05-15,0,1,0,79
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-05-21,0,1,0,8
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-05-22,0,1,0,39
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-05-28,0,1,0,100
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-06-01,0,1,0,10
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-06-02,0,1,0,89
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-06-08,0,1,0,1
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-06-11,0,1,0,83
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-06-14,0,1,0,70
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-06-25,0,1,0,84
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-06-29,0,1,0,71
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-07-11,0,1,0,67
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-07-12,0,1,0,63
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-07-20,0,1,0,59
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-lawyer-cost,2026-08-11,0,1,0,57
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-05-22,0,1,0,63
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-05-24,0,1,0,84
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-05-25,0,1,0,85
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-05-29,0,1,0,98
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-06-03,0,1,0,38
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-06-04,0,1,0,100
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-06-05,0,1,0,85
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-06-13,0,1,0,72
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-06-17,0,1,0,91
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-06-23,0,1,0,66
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-06-24,0,1,0,91
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-06-27,0,1,0,90
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-07-06,0,1,0,91
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-07-08,0,1,0,97
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-07-13,0,1,0,98
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-07-17,0,1,0,93
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-07-21,0,1,0,85
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-07-27,0,1,0,80
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-07-28,0,1,0,97
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-08-05,0,1,0,96
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-08-07,0,1,0,81
daily_2026-04-21_2026-08-11,page+date,/pages/personal-injury-settlement-calculator,2026-08-08,0,1,0,80
daily_2026-04-21_2026-08-11,page+date,/pages/power-of-attorney-cost,2026-05-17,0,1,0,7
daily_2026-04-21_2026-08-11,page+date,/pages/power-of-attorney-cost,2026-05-31,0,1,0,19
daily_2026-04-21_2026-08-11,page+date,/pages/power-of-attorney-cost,2026-07-14,0,1,0,32
daily_2026-04-21_2026-08-11,page+date,/pages/power-of-attorney-cost,2026-07-15,0,1,0,38
daily_2026-04-21_2026-08-11,page+date,/pages/power-of-attorney-cost,2026-07-26,0,1,0,4
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-05-22,0,1,0,90
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-05-23,0,1,0,84
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-05-28,0,1,0,93
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-05-31,0,1,0,8
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-06-12,0,1,0,84
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-06-13,0,1,0,35
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-06-19,0,1,0,82
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-06-27,0,1,0,90
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-07-03,0,1,0,99
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-07-04,0,1,0,95
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-07-18,0,1,0,8
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-07-20,0,1,0,87
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-07-21,0,1,0,53
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-07-22,0,1,0,11
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-07-26,0,1,0,91
daily_2026-04-21_2026-08-11,page+date,/pages/real-estate-lawyer-cost,2026-07-29,0,1,0,46
daily_2026-04-21_2026-08-11,page+date,/pages/roundup-lawsuit-cost,2026-04-24,0,1,0,2
daily_2026-04-21_2026-08-11,page+date,/pages/roundup-lawsuit-cost,2026-04-28,0,1,0,7
daily_2026-04-21_2026-08-11,page+date,/pages/roundup-lawsuit-cost,2026-05-01,0,1,0,11
daily_2026-04-21_2026-08-11,page+date,/pages/roundup-lawsuit-cost,2026-05-05,0,1,0,3
daily_2026-04-21_2026-08-11,page+date,/pages/roundup-lawsuit-cost,2026-05-09,0,1,0,10
daily_2026-04-21_2026-08-11,page+date,/pages/roundup-lawsuit-cost,2026-05-18,0,1,0,11
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-04-22,0,1,0,6
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-04-23,0,1,0,6
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-05-23,0,1,0,90
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-05-25,0,1,0,61
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-05-27,0,1,0,67
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-06-02,0,1,0,10
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-06-03,0,1,0,99
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-06-09,0,1,0,53
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-06-13,0,1,0,75
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-06-16,0,1,0,8
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-06-17,0,1,0,88
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-06-21,0,1,0,100
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-06-25,0,1,0,9
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-06-27,0,1,0,65
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-06-28,0,1,0,95
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-02,0,1,0,9
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-07,0,1,0,64
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-08,0,1,0,100
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-12,0,1,0,98
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-15,0,1,0,87
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-16,0,1,0,7
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-19,0,1,0,90
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-22,0,1,0,62
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-23,0,1,0,54
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-24,0,1,0,73
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-27,0,1,0,95
daily_2026-04-21_2026-08-11,page+date,/pages/small-claims-filing-fee-calculator,2026-07-31,0,1,0,45
